class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
8, 5, 11, 9, 5, 3, 5, 6, 3, 0, 8, 20, 2, 5, 9, 9, 0, 9, 10, 5, 19, 11, 'd'
8, 1, 11, 3, 5, 3, 5, 9, 3, 9, 8, 13, 5, 2, 9, 3, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 5, 11, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 3, 3, 0, 9, 10, 14, 19, 16, 'p'
0, 5, 2, 13, 4, 5, 5, 6, 13, 19, 4, 13, 2, 5, 9, 9, 0, 9, 10, 0, 19, 16, 'g'
0, 5, 11, 11, 5, 5, 5, 6, 13, 15, 8, 13, 7, 7, 3, 0, 0, 9, 10, 14, 19, 16, 'g'
8, 7, 2, 8, 4, 3, 5, 6, 13, 8, 8, 20, 2, 2, 8, 8, 0, 9, 4, 8, 9, 6, 'w'
0, 5, 5, 11, 5, 5, 5, 6, 13, 19, 8, 13, 7, 7, 0, 0, 0, 9, 10, 14, 19, 11, 'p'
0, 13, 5, 3, 5, 3, 5, 6, 3, 9, 8, 20, 7, 11, 9, 3, 0, 9, 10, 8, 9, 16, 'd'
0, 1, 11, 3, 5, 2, 5, 6, 3, 13, 4, 20, 7, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 11, 11, 5, 5, 5, 6, 13, 19, 8, 13, 7, 7, 3, 13, 0, 9, 10, 14, 19, 11, 'd'
0, 1, 11, 11, 5, 5, 5, 6, 13, 15, 8, 13, 7, 7, 3, 13, 0, 9, 10, 14, 19, 11, 'g'
0, 1, 2, 15, 4, 5, 5, 6, 13, 0, 4, 13, 5, 2, 9, 9, 0, 9, 10, 0, 19, 2, 'g'
0, 1, 11, 3, 5, 5, 5, 6, 3, 13, 4, 20, 2, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'd'
8, 1, 11, 3, 4, 3, 5, 6, 13, 9, 8, 20, 2, 2, 8, 9, 0, 9, 4, 8, 9, 6, 'w'
8, 5, 11, 3, 5, 3, 5, 9, 3, 9, 8, 13, 5, 5, 9, 3, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 13, 4, 3, 5, 6, 13, 15, 8, 13, 2, 2, 9, 9, 0, 9, 4, 0, 17, 16, 'g'
0, 7, 5, 3, 5, 3, 5, 6, 3, 9, 8, 20, 7, 11, 9, 11, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 11, 15, 5, 5, 5, 6, 13, 19, 8, 13, 7, 7, 0, 3, 0, 9, 10, 14, 19, 16, 'g'
0, 1, 11, 3, 5, 2, 5, 6, 3, 13, 4, 20, 7, 7, 0, 9, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 5, 15, 5, 5, 5, 6, 13, 19, 8, 13, 7, 7, 0, 0, 0, 9, 10, 14, 19, 11, 'd'
0, 5, 5, 15, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 13, 0, 0, 9, 10, 14, 19, 16, 'd'
0, 1, 2, 15, 4, 5, 5, 6, 13, 0, 4, 13, 2, 5, 9, 9, 0, 9, 10, 0, 19, 2, 'g'
8, 1, 11, 17, 5, 3, 5, 6, 3, 18, 8, 20, 2, 5, 9, 9, 0, 9, 10, 5, 19, 11, 'd'
0, 1, 11, 3, 5, 11, 5, 6, 3, 13, 4, 20, 7, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 2, 0, 4, 3, 5, 6, 13, 15, 8, 13, 2, 2, 9, 9, 0, 9, 4, 0, 17, 16, 'm'
0, 1, 11, 8, 5, 11, 5, 6, 3, 13, 4, 20, 7, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 2, 13, 4, 5, 5, 6, 13, 9, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 19, 16, 'g'
0, 1, 2, 13, 4, 5, 5, 6, 13, 9, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 19, 16, 'u'
8, 7, 2, 8, 4, 3, 5, 6, 13, 8, 8, 20, 2, 2, 9, 9, 0, 9, 4, 8, 9, 6, 'w'
0, 5, 2, 13, 4, 5, 5, 6, 13, 9, 4, 13, 2, 5, 9, 9, 0, 9, 10, 0, 19, 2, 'g'
8, 1, 5, 3, 5, 3, 5, 9, 3, 9, 8, 13, 5, 5, 9, 3, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 11, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 0, 3, 0, 9, 10, 14, 19, 16, 'd'
8, 5, 11, 9, 5, 3, 5, 6, 3, 9, 8, 20, 2, 5, 9, 9, 0, 9, 10, 5, 19, 11, 'd'
0, 5, 2, 9, 4, 5, 5, 6, 13, 9, 4, 13, 2, 2, 9, 9, 0, 9, 10, 0, 19, 2, 'u'
0, 5, 2, 0, 4, 3, 5, 6, 13, 17, 8, 13, 2, 2, 9, 9, 0, 9, 4, 0, 17, 16, 'g'
0, 5, 11, 11, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 0, 3, 0, 9, 10, 14, 19, 11, 'd'
0, 5, 2, 15, 4, 5, 5, 6, 13, 19, 4, 13, 2, 5, 9, 9, 0, 9, 10, 0, 19, 2, 'g'
0, 1, 11, 3, 5, 5, 5, 6, 3, 13, 4, 20, 2, 7, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 11, 5, 5, 5, 6, 13, 15, 8, 13, 7, 7, 13, 13, 0, 9, 10, 14, 19, 16, 'g'
0, 5, 2, 15, 4, 5, 5, 6, 13, 19, 4, 13, 5, 2, 9, 9, 0, 9, 10, 0, 19, 2, 'g'
0, 5, 2, 9, 4, 5, 5, 6, 13, 19, 4, 13, 2, 5, 9, 9, 0, 9, 10, 0, 19, 2, 'u'
0, 1, 11, 3, 5, 2, 5, 6, 3, 13, 4, 20, 2, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 5, 11, 5, 5, 5, 6, 13, 0, 8, 13, 7, 7, 3, 3, 0, 9, 10, 14, 19, 11, 'd'
0, 1, 11, 3, 5, 5, 5, 6, 3, 13, 4, 20, 7, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 13, 11, 13, 4, 3, 5, 6, 13, 15, 8, 13, 2, 2, 9, 9, 0, 9, 4, 0, 17, 16, 'g'
0, 5, 11, 11, 5, 5, 5, 6, 13, 15, 8, 13, 7, 7, 13, 0, 0, 9, 10, 14, 19, 16, 'g'
0, 1, 11, 8, 5, 11, 5, 6, 3, 13, 4, 20, 7, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 11, 3, 5, 5, 5, 6, 3, 13, 4, 20, 7, 2, 9, 9, 0, 9, 10, 8, 9, 16, 'd'
8, 7, 11, 13, 4, 3, 5, 6, 13, 8, 8, 20, 2, 2, 9, 9, 0, 9, 4, 8, 9, 6, 'w'
8, 1, 11, 9, 5, 3, 5, 6, 3, 0, 8, 20, 2, 5, 9, 9, 0, 9, 10, 5, 19, 11, 'd'
0, 5, 2, 13, 4, 5, 5, 6, 13, 0, 4, 13, 2, 5, 9, 9, 0, 9, 10, 0, 19, 16, 'u'
0, 5, 11, 11, 5, 5, 5, 6, 13, 15, 8, 13, 7, 7, 3, 0, 0, 9, 10, 14, 19, 11, 'g'
0, 1, 11, 8, 5, 5, 5, 6, 3, 13, 4, 20, 7, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 2, 8, 5, 2, 5, 6, 3, 13, 4, 20, 7, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 1, 11, 8, 5, 5, 5, 6, 3, 13, 4, 20, 2, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 1, 2, 3, 5, 5, 5, 6, 3, 13, 4, 20, 7, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 11, 3, 5, 5, 5, 6, 3, 13, 4, 20, 7, 2, 9, 9, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 11, 8, 5, 2, 5, 6, 3, 13, 4, 20, 2, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 7, 11, 3, 5, 11, 5, 6, 3, 13, 4, 20, 7, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 8, 5, 11, 5, 6, 3, 13, 4, 20, 2, 2, 9, 9, 0, 9, 10, 8, 9, 16, 'p'
0, 1, 2, 8, 5, 2, 5, 6, 3, 13, 4, 20, 2, 7, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 3, 5, 5, 5, 6, 3, 13, 4, 20, 2, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 11, 8, 5, 5, 5, 6, 3, 13, 4, 20, 7, 7, 0, 9, 0, 9, 10, 8, 9, 16, 'd'
0, 1, 2, 8, 5, 2, 5, 6, 3, 13, 4, 20, 2, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 2, 3, 5, 2, 5, 6, 3, 13, 4, 20, 7, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 2, 8, 5, 5, 5, 6, 3, 13, 4, 20, 7, 2, 0, 9, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 2, 8, 5, 11, 5, 6, 3, 13, 4, 20, 7, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 8, 5, 5, 5, 6, 3, 13, 4, 20, 2, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 11, 3, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 11, 3, 5, 5, 5, 6, 3, 13, 4, 20, 7, 2, 0, 9, 0, 9, 10, 8, 9, 16, 'p'
0, 1, 11, 8, 5, 2, 5, 6, 3, 13, 4, 20, 7, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 7, 2, 3, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 1, 2, 3, 5, 5, 5, 6, 3, 13, 4, 20, 2, 2, 9, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 2, 8, 5, 11, 5, 6, 3, 13, 4, 20, 7, 7, 0, 9, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 11, 8, 5, 2, 5, 6, 3, 13, 4, 20, 7, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 7, 2, 8, 5, 11, 5, 6, 3, 13, 4, 20, 2, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 11, 8, 5, 11, 5, 6, 3, 13, 4, 20, 7, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 1, 2, 3, 5, 2, 5, 6, 3, 13, 4, 20, 7, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 2, 8, 5, 11, 5, 6, 3, 13, 4, 20, 7, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 2, 3, 5, 11, 5, 6, 3, 13, 4, 20, 7, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 8, 5, 2, 5, 6, 3, 13, 4, 20, 7, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 2, 8, 5, 11, 5, 6, 3, 13, 4, 20, 2, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 2, 3, 5, 2, 5, 6, 3, 13, 4, 20, 7, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 11, 8, 5, 2, 5, 6, 3, 13, 4, 20, 2, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 1, 2, 8, 5, 2, 5, 6, 3, 13, 4, 20, 7, 7, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 2, 8, 5, 5, 5, 6, 3, 13, 4, 20, 2, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'p'
0, 1, 2, 3, 5, 2, 5, 6, 3, 13, 4, 20, 7, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 11, 3, 5, 2, 5, 6, 3, 13, 4, 20, 2, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 1, 11, 8, 5, 5, 5, 6, 3, 13, 4, 20, 7, 2, 9, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 3, 5, 11, 5, 6, 3, 13, 4, 20, 7, 2, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
8, 13, 2, 3, 5, 3, 12, 6, 13, 11, 8, 20, 2, 2, 10, 10, 0, 3, 10, 0, 3, 6, 'l'
0, 5, 2, 3, 5, 11, 5, 6, 3, 13, 4, 20, 7, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'd'
8, 1, 2, 3, 5, 3, 12, 6, 13, 10, 8, 20, 2, 2, 10, 10, 0, 3, 10, 0, 3, 16, 'l'
0, 5, 11, 8, 5, 11, 5, 6, 3, 13, 4, 20, 2, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 11, 3, 5, 2, 5, 6, 3, 13, 4, 20, 7, 2, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 8, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 2, 3, 5, 11, 5, 6, 3, 13, 4, 20, 7, 2, 9, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 11, 8, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 2, 3, 5, 5, 5, 6, 3, 13, 4, 20, 2, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 2, 3, 5, 2, 5, 6, 3, 13, 4, 20, 2, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 11, 8, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 2, 3, 5, 5, 5, 6, 3, 13, 4, 20, 7, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 2, 3, 5, 2, 5, 6, 3, 13, 4, 20, 2, 7, 0, 9, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 2, 3, 5, 5, 5, 6, 3, 13, 4, 20, 2, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 8, 5, 2, 5, 6, 3, 13, 4, 20, 7, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 2, 8, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 11, 8, 5, 5, 5, 6, 3, 13, 4, 20, 2, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 2, 8, 5, 11, 5, 6, 3, 13, 4, 20, 7, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 2, 8, 5, 5, 5, 6, 3, 13, 4, 20, 2, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 11, 3, 5, 11, 5, 6, 3, 13, 4, 20, 7, 2, 9, 9, 0, 9, 10, 8, 9, 16, 'p'
0, 1, 11, 8, 5, 5, 5, 6, 3, 13, 4, 20, 7, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 7, 2, 8, 5, 2, 5, 6, 3, 13, 4, 20, 2, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 7, 2, 3, 5, 5, 5, 6, 3, 13, 4, 20, 7, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 3, 5, 5, 5, 6, 3, 13, 4, 20, 2, 2, 0, 9, 0, 9, 10, 8, 9, 16, 'd'
0, 1, 2, 8, 5, 2, 5, 6, 3, 13, 4, 20, 2, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 11, 8, 5, 5, 5, 6, 3, 13, 4, 20, 7, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 8, 5, 2, 5, 6, 3, 13, 4, 20, 2, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 11, 3, 5, 2, 5, 6, 3, 13, 4, 20, 2, 2, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 2, 8, 5, 5, 5, 6, 3, 13, 4, 20, 2, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 1, 2, 3, 5, 2, 5, 6, 3, 13, 4, 20, 2, 7, 0, 9, 0, 9, 10, 8, 9, 16, 'p'
8, 1, 5, 9, 5, 3, 5, 9, 13, 9, 8, 20, 7, 7, 9, 9, 0, 9, 4, 0, 9, 3, 'g'
0, 5, 11, 3, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 1, 2, 3, 5, 5, 5, 6, 3, 13, 4, 20, 2, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 1, 2, 8, 5, 5, 5, 6, 3, 13, 4, 20, 2, 2, 0, 9, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 2, 3, 5, 2, 5, 6, 3, 13, 4, 20, 2, 2, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 2, 3, 5, 2, 5, 6, 3, 13, 4, 20, 2, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 11, 8, 5, 2, 5, 6, 3, 13, 4, 20, 7, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 2, 8, 5, 5, 5, 6, 3, 13, 4, 20, 7, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 2, 3, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 7, 2, 3, 5, 5, 5, 6, 3, 13, 4, 20, 7, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 11, 3, 5, 2, 5, 6, 3, 13, 4, 20, 7, 2, 9, 9, 0, 9, 10, 8, 9, 16, 'p'
0, 1, 2, 3, 5, 2, 5, 6, 3, 13, 4, 20, 7, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 8, 5, 11, 5, 6, 3, 13, 4, 20, 7, 2, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 2, 8, 5, 11, 5, 6, 3, 13, 4, 20, 7, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 2, 3, 5, 2, 5, 6, 3, 13, 4, 20, 7, 7, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 3, 5, 2, 5, 6, 3, 13, 4, 20, 2, 2, 0, 9, 0, 9, 10, 8, 9, 16, 'p'
0, 7, 11, 3, 5, 11, 5, 6, 3, 13, 4, 20, 7, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 3, 5, 2, 5, 6, 3, 13, 4, 20, 7, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 2, 3, 5, 11, 5, 6, 3, 13, 4, 20, 7, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 1, 2, 8, 5, 2, 5, 6, 3, 13, 4, 20, 2, 2, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 2, 3, 5, 11, 5, 6, 3, 13, 4, 20, 2, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 2, 3, 5, 2, 5, 6, 3, 13, 4, 20, 2, 7, 0, 9, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 2, 8, 5, 5, 5, 6, 3, 13, 4, 20, 2, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 3, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 2, 3, 5, 5, 5, 6, 3, 13, 4, 20, 7, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 11, 3, 5, 5, 5, 6, 3, 13, 4, 20, 2, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 2, 8, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 2, 8, 5, 5, 5, 6, 3, 13, 4, 20, 2, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 11, 8, 5, 5, 5, 6, 3, 13, 4, 20, 2, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 2, 3, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 1, 11, 8, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 11, 8, 5, 5, 5, 6, 3, 13, 4, 20, 7, 2, 9, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 2, 3, 5, 5, 5, 6, 3, 13, 4, 20, 2, 7, 0, 9, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 11, 3, 5, 2, 5, 6, 3, 13, 4, 20, 2, 2, 9, 9, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 11, 8, 5, 5, 5, 6, 3, 13, 4, 20, 2, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 1, 11, 8, 5, 2, 5, 6, 3, 13, 4, 20, 7, 2, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 3, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 11, 3, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 11, 8, 5, 2, 5, 6, 3, 13, 4, 20, 2, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 3, 5, 11, 5, 6, 3, 13, 4, 20, 7, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 2, 3, 5, 2, 5, 6, 3, 13, 4, 20, 7, 2, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 2, 3, 5, 5, 5, 6, 3, 13, 4, 20, 2, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 11, 8, 5, 11, 5, 6, 3, 13, 4, 20, 7, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 1, 11, 8, 5, 2, 5, 6, 3, 13, 4, 20, 7, 7, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 2, 8, 5, 5, 5, 6, 3, 13, 4, 20, 7, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 2, 8, 5, 5, 5, 6, 3, 13, 4, 20, 2, 2, 9, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 8, 5, 5, 5, 6, 3, 13, 4, 20, 7, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 1, 11, 8, 5, 2, 5, 6, 3, 13, 4, 20, 2, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 11, 8, 5, 2, 5, 6, 3, 13, 4, 20, 2, 7, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 2, 3, 5, 5, 5, 6, 3, 13, 4, 20, 2, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 2, 8, 5, 5, 5, 6, 3, 13, 4, 20, 2, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 7, 2, 8, 5, 2, 5, 6, 3, 13, 4, 20, 7, 7, 0, 9, 0, 9, 10, 8, 9, 16, 'p'
8, 1, 2, 6, 4, 3, 5, 6, 13, 9, 8, 13, 2, 2, 9, 9, 0, 9, 4, 0, 9, 16, 'p'
0, 1, 2, 8, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 2, 3, 5, 11, 5, 6, 3, 13, 4, 20, 2, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 1, 2, 3, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 3, 5, 2, 5, 6, 3, 13, 4, 20, 2, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 11, 8, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 2, 8, 5, 2, 5, 6, 3, 13, 4, 20, 2, 2, 9, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 11, 8, 5, 5, 5, 6, 3, 13, 4, 20, 7, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 2, 8, 5, 5, 5, 6, 3, 13, 4, 20, 7, 2, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 2, 3, 5, 11, 5, 6, 3, 13, 4, 20, 7, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'd'
0, 1, 11, 8, 5, 5, 5, 6, 3, 13, 4, 20, 7, 2, 9, 9, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 2, 8, 5, 5, 5, 6, 3, 13, 4, 20, 7, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 2, 3, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 11, 8, 5, 11, 5, 6, 3, 13, 4, 20, 7, 2, 9, 9, 0, 9, 10, 8, 9, 16, 'p'
0, 1, 11, 8, 5, 2, 5, 6, 3, 13, 4, 20, 7, 2, 0, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 7, 2, 8, 5, 5, 5, 6, 3, 13, 4, 20, 2, 2, 9, 9, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 11, 3, 5, 2, 5, 6, 3, 13, 4, 20, 2, 2, 9, 9, 0, 9, 10, 8, 9, 16, 'd'
0, 5, 2, 3, 5, 11, 5, 6, 3, 13, 4, 20, 2, 7, 9, 9, 0, 9, 10, 8, 9, 16, 'd'
0, 1, 2, 8, 5, 11, 5, 6, 3, 13, 4, 20, 7, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 2, 3, 5, 5, 5, 6, 3, 13, 4, 20, 2, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 5, 2, 8, 5, 2, 5, 6, 3, 13, 4, 20, 7, 7, 9, 0, 0, 9, 10, 8, 9, 16, 'p'
0, 5, 11, 8, 5, 11, 5, 6, 3, 13, 4, 20, 2, 2, 0, 9, 0, 9, 10, 8, 9, 16, 'l'
8, 13, 5, 9, 5, 3, 5, 9, 13, 15, 8, 20, 2, 2, 9, 9, 0, 9, 4, 0, 9, 3, 'g'
0, 1, 11, 8, 5, 2, 5, 6, 3, 13, 4, 20, 2, 2, 9, 0, 0, 9, 10, 8, 9, 16, 'l'
0, 1, 11, 8, 5, 5, 5, 6, 3, 13, 4, 20, 7, 7, 0, 0, 0, 9, 10, 8, 9, 16, 'p'
